text,label,rationale
Wow the realization that I now never have to take a language class ever again just hit me and I feel like I could float on a cloud with that weight off my shoulders,0,The expression conveys genuine relief and happiness about no longer needing to take language classes.
By the way Rutgers furloughed their emergency services workers but not the athletic trainers or police. Make it make sense.,0,"The statement directly questions the logic behind furloughing emergency services while retaining other staff, conveying confusion."
@user @user I think about Blue Rat whenever I see an energy drink: 'All the energy of a rat... in a can'.,0,The phrase directly expresses a humorous association between energy drinks and a rat's energy.
@user After I hurt my back I found out I'd been getting out of bed wrong. I'd literally be better off staying in bed,0,The statement directly conveys the speaker's realization about their improper actions affecting their back.
@user Bringing together 2 of the best things in life: tea and The Maccabees - Young Lyons,0,"The tweet straightforwardly expresses enjoyment of tea and the band, with no implied contrast."
@user @user They are legally entitled to ask for asylum.,0,The statement directly affirms the legal right to seek asylum without any implied contradiction.
You can help protect Hossein and Arman. Join me and @user in calling on Iran to halt the executions now http,0,"The tweet directly urges action to prevent executions, conveying a sincere call for help."
Just ordered the 'Sea-Lover's Sharing menu' for a family celebration next week - looks amazing! http,0,The words express genuine excitement about ordering a menu for a family celebration.
"am i the only one who gets ""tomorrow"" confused with ""tomato""",0,The speaker literally expresses confusion between the words 'tomorrow' and 'tomato' without any irony.
"one time i lost a tooth in a bowl of lucky charms and then thought it was a marshmellow, bit into it, and cracked another tooth",0,The tweet recounts a humorous personal experience without any implied contradiction or irony.
i almost forgot to tweet about jason bateman today,0,The statement directly expresses a genuine intention to share thoughts about Jason Bateman.
"Ya know, I missed a lot of things during Covid, but movie theater popcorn might top the list.",0,The statement directly expresses a genuine longing for movie theater popcorn during Covid.
"Okay, well nice of 2020 to bless us with the gift of great sports team names - The Kraken and the Washington Football Team :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:",0,The tweet literally appreciates the creativity of sports team names without any implied negativity.
"The people who throw around the term “snowflake” as an insult are, in fact, the biggest snowflakes. Looking at you @user",0,"The statement directly critiques those using 'snowflake' as an insult, conveying a clear opinion without irony."
"Mom: Jack, do you have a a lot of homework tonight? Jack: I finished it all in school God I miss those days",0,The statement directly expresses nostalgia for a time when homework was completed at school.
"3 classes down, 2 more to go and then I'm halfway finished college :flushed_face:",0,The tweet straightforwardly expresses relief and progress in completing college classes without any hidden meaning.
"Just watched the very last episode of the office for the first time. Now I'm just sitting here, contemplating life.",0,The tweet directly expresses a genuine emotional response to finishing a beloved show.
"@user @user If you say grâce like ""gra"", you actually end up saying coup de gras which means blow/stroke/hit of fat",0,The tweet literally explains the mispronunciation of a French term and its unintended meaning.
RUBY MOTHERFUCKING SOHO IS THE NUMBER ONE CONTENDER #AEWAllOut,0,"The phrase emphasizes Ruby Soho's status as a top contender, conveying genuine excitement and support."
Love how Kingston just ripped the buckle pad off #AEWAllOut,0,The words express genuine admiration for Kingston's action during the event.
My brain: ok you have 3 things to do My anxiety: ok you have 30 things to do,0,The tweet directly expresses the contrast between a simple task list and overwhelming anxiety without irony.
The tiktok fyp knows me better than I know myself,0,The statement directly expresses a belief in the algorithm's understanding of personal preferences.
I refused free donuts and cocoa at work this morning and have been thinking about it ever since,0,The statement directly expresses regret over declining an offer without any implied contradiction.
"Your family just escaped war, bloodshed, and devastation. #Trump's bigotry sent you back to face persecution. #US http",0,The tweet directly expresses concern for a family's plight due to political actions without any hidden meaning.
A message to all Muslims and Refugees: I'm sorry for how my country is treating you. You are only human. #RefugeesDetained #Trump #rt,0,The statement directly expresses empathy and concern for the treatment of Muslims and refugees.
For so long Americans condemned greedy businessmen but made that their sole reason to elect #Trump. #POTUS #Greed,0,The tweet straightforwardly critiques Americans for hypocrisy in their political choices regarding greed.
I refuse to work under someone for the rest of my life. I WILL have my own business and be my OWN boss. :sparkles: Speaking it into existence :sparkles:,0,The statement expresses a clear intention and determination to achieve independence in business.
I just wanna know why God couldn’t have given me just a little bit of titty..???,0,The speaker literally expresses a desire for physical attributes without any implied irony or contrast.
"@user You’re right, I should be grateful for you at least",0,The words express genuine appreciation and acknowledgment of the other person's value.
Yo does anyone know how parking spots are assigned for painting??,0,The question directly seeks information about the process of assigning parking spots without any implied sarcasm.
My ears are ringing so badly rn,0,The statement directly expresses a physical sensation without any implied contradiction or irony.
I felt like a wet dog after tonight :face_with_tears_of_joy: :dog_face:,0,The phrase directly expresses a feeling of discomfort and humor without any implied contradiction.
Breaking news: @user is going back to @user Wow! Just Wow. What a signing. What a transfer window for United. What a home coming. Love it.,0,The words express genuine excitement and approval about a player's return to the team.
I hope the #COVIDIOTS and #antivaxxers are watching this brutal episode of Ambulance @user,0,The tweet straightforwardly expresses a desire for certain groups to witness a specific event.
Little NTA rundown coming at you,0,The phrase directly indicates an upcoming summary without any implied contradiction or irony.
"Well, my vaccinated therapist tested positive for Covid. Hope she’s okay and hope my mental health hangs on for 10 extra days.",0,The words express genuine concern for the therapist's health and the speaker's mental well-being.
"@user My mother in law says “grandma-great” instead of “great-grandma.” Among many other mispronunciations, but that one came to mind first.",0,The tweet straightforwardly shares a humorous observation about a specific mispronunciation without any implied criticism.
@user I stayed home sick from elementary school and watched it at my grandma’s house. I don’t think I understood exactly what happened and that it was such a tragedy.,0,The tweet straightforwardly recounts a personal experience without any implied contradiction or irony.
why is it so hard to find tshirts with cool wizards on them,0,The question directly expresses frustration about the difficulty of finding specific t-shirt designs.
bought some index cards and a 3 ring binder the other day just so i could feel alive,0,The statement literally expresses a mundane action that brings the speaker joy without irony.
"underwater uber, also known as scuber",0,The phrase directly describes a service called 'scuber' without any implied irony or hidden meaning.
"I'm glad I downloaded tiktok, it brings me back to the good ol days of vine :smiling_face_with_hearts:",0,The statement expresses genuine happiness about TikTok's nostalgic connection to Vine.
I wish I had a green thumb,0,"The speaker literally expresses a desire for gardening skills, conveying straightforward meaning without irony."
I miss wearing makeup,0,The statement directly expresses a genuine feeling of nostalgia for wearing makeup.
WTF is Tim Horton’s?,0,The phrase directly expresses confusion about the identity of Tim Horton's without any implied irony.
Bro Drake thinks about Rihanna everyday,0,The statement directly conveys that Drake consistently thinks about Rihanna without any implied contradiction.
Answer me this: how does my 2014 mac book pro just come back to life?,0,The question directly expresses genuine curiosity about the unexpected functionality of the laptop.
Are apps actually ready for ARM based Apple Macs? (MiCrOSoFt OfFiCe?) #AppleEvent Anyway I'm taking suggestions on what new PC to get :squinting_face_with_tongue:,0,The tweet straightforwardly inquires about app compatibility with ARM Macs and seeks PC suggestions.
"Can anyone enlighten me as to what is near Imperial Wharf on the Overground such that a lot of people alight in the AM peak and board in the PM? Didn't know there were offices there, thought it was residential?",0,The speaker is genuinely seeking information about the area near Imperial Wharf without any implied sarcasm.
Good deed for the day: Keeping extra water bottles from work and giving them to people needing it on the tube :potable_water:,0,The tweet straightforwardly expresses a genuine act of kindness without any implied contradiction.
thank you basketball for the last 10 years and memories with my best friends. thanks to everyone who supported us from 3rd grade to senior year and thanks to the coaches who dealt with us :) one of the hardest goodbyes but so grateful for this sport :yellow_heart: #TogetherWe @user http,0,The words express genuine gratitude and appreciation for experiences and relationships built through basketball.
THAT’S MY BEST FRIEND :heart_suit: :heart_suit: http,0,The phrase expresses genuine affection and pride for a close relationship without any implied contradiction.
thanks to everyone for all the love and support!!! so blessed to have this opportunity! officially a mustang!! #stanggang @user @user http,0,The words express genuine gratitude and excitement about a new opportunity without any implied contradiction.
“Dad where did you watch the World Cup in 1966?” “I watched it on my own in my bedroom with a pigeon”,0,The response directly recounts a personal experience without any implied irony or hidden meaning.
Delaying June 21st is entirely Boris Johnson’s fault for not responding to the Indian variant quickly and keeping the boarders open and we mustn’t forget that. This was entirely preventable.,0,"The statement directly attributes blame to Boris Johnson for the delay, conveying a clear and straightforward criticism."
HARRY WON A GRAMMY,0,The statement directly conveys excitement about Harry's achievement without any implied contradiction.
michael bublé just puts me in such a mood :smiling_face_with_heart-eyes:,0,The phrase 'puts me in such a mood' directly expresses genuine enjoyment of Michael Bublé's music.
someone get on a plane with me and lets just tour someplace for like 4 days please,0,The request for companionship on a trip is straightforward and expresses a genuine desire for travel.
sadly the only reason i stop making tiktoks is because my phone is about to die....,0,The statement directly expresses disappointment about stopping TikToks due to a dying phone.
"i love dolly parton. that’s all i have to say today, thanks.",0,The statement directly expresses genuine admiration for Dolly Parton without any implied contradiction.
the time is currently 00:24 and the single thing rattling around in my brain is the noise those door stoppers make. you know the one,0,The tweet straightforwardly expresses a specific thought about door stoppers without any implied contradiction.
my cat always sleeps on the very edge of the bed even when i invite him up for cuddles. he so polite :smiling_face_with_tear:,0,The statement directly describes the cat's behavior and expresses genuine affection without any hidden meaning.
I claimed spy. Was I? I was a spy the whole time. And I never lied.,0,The statement directly asserts the speaker's identity as a spy without any implied contradiction.
It makes me sad to think that I'll graduate from high school and never see any of my friends ever again,0,The statement directly expresses genuine sadness about losing friends after graduation.
"Don't worry, even if you weren't born 60+ years ago, that doesn't mean you can't still be a Boomer.",0,"The statement directly suggests that age does not define generational identity, conveying a straightforward message."
@user :blue_heart:,0,The blue heart emoji directly expresses affection or support without any hidden meaning.
@user @user U got more than me :pleading_face:,0,The words directly express a feeling of envy or longing for what others possess.
@user @user It ain’t funny it’s heartbreaking :pleading_face:,0,The phrase directly expresses genuine sadness without any implied contradiction or irony.
happy birthday mols!! thanks for being such a fun person I love you bunches :sparkling_heart: :sparkling_heart: @user,0,The words express genuine affection and gratitude without any implied contradiction.
happy birthday pretty! hope it's great&lt;3 @user,0,The words express genuine well-wishes for someone's birthday without any hidden meaning.
happy birthday gorgeous! have an amazing day i love you!! :beating_heart: :beating_heart: @user,0,The words express genuine affection and well-wishes for someone's birthday without any hidden meaning.
Can't put into words how buzzing I am that #LineOfDuty is back,0,The expression 'buzzing' directly conveys genuine excitement about the return of the show.
Don't understand the scoring on #AllStarMusicals ? How has everyone got 10s apart from Barney? His was the best so far by quite a bit,0,"The tweet directly questions the scoring system, expressing genuine confusion and support for Barney's performance."
I just wanna have the same love for life as Phil from Modern Family is that too much to ask,0,The speaker expresses a genuine desire to emulate Phil's positive outlook on life.
Doggo owners have started walking the dogs around the technology park I work on &amp; I can see them all from my desk. This is the only positive of working from the office,0,"The statement directly expresses appreciation for seeing dogs while working, with no hidden meaning."
Not Noah trending in auto racing cause Hamilton thought he parted the Red Sea :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,0,"The tweet humorously connects Hamilton's actions to a biblical reference, conveying a lighthearted observation."
"It’s my last full week of working from home :persevering_face: Now it’s almost here, I don’t think I’m ready to go back to the office",0,The tweet expresses genuine feelings of apprehension about returning to the office after working from home.
i need human stimulation in order to be productive… anyone who’s down to find a space to co-work from “home” together pls hmu!!,0,The request for co-working clearly expresses a genuine need for social interaction to enhance productivity.
WHY IS IT SO HARD TO FIND SOMEWHERE TO SWIMMM :hot_face:,0,The literal question expresses genuine frustration about the difficulty of finding a swimming location.
today im grateful for: •old friends + their moms •kittens •shakira,0,"The tweet expresses genuine appreciation for friends, pets, and a celebrity without any implied contradiction."
Just tried to eat soup with my mask on #fail #Masks,0,"The tweet literally describes a failed attempt to eat soup while wearing a mask, conveying frustration."
"Wine, pizza &amp; UFC... is there any better way to spend a Saturday night? #UFC #fightnight",0,"The words express genuine enthusiasm for enjoying wine, pizza, and UFC on a Saturday night."
There are people who say there is no hope left in the world... but those people have not just booked tickets to see Creeper!!! #creeper #gigs #excited,0,"The statement directly expresses excitement about attending a concert, conveying genuine enthusiasm."
"Halloween is coming very soon which means parties like crazy. No matter who you are, DO NOT drink anything if you don’t know exactly what it is or it has been unopened. People do not have your best interest in mind, so everyone please be safe and aware!! :orange_heart: :yellow_heart:",0,"The tweet directly advises caution regarding drinking unknown substances, conveying a sincere safety message."
1 in 1000 men will develop breast cancer in their lifetime. It has a higher mortality rate for men because they haven’t been taught the early signs and that they can get it too!! Breast cancer awareness isn’t just for women!!,0,"The statement directly informs about breast cancer risks for men, emphasizing the need for awareness without irony."
Being loyal should be the standard. Being loyal should be the standard. Being loyal should be the standard.,0,The repetition emphasizes the importance of loyalty as a fundamental expectation.
oh cool I drive to school in less than 12 hours and I’m frantically looking up fun facts about the final destination franchise for absolutely no reason it’s fine everything’s fiNE,0,The literal expression conveys genuine frustration and absurdity about the long drive and unrelated distraction.
Time for my daily scroll through the target app to feel something,0,The phrase conveys a straightforward intention to engage with the app for emotional fulfillment.
"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???",0,The question directly expresses skepticism about Chris Harrison's importance without implying any hidden meaning.
"got a google calendar notif, my boyfriend put ""think about dwarves"" in as an all day event",0,The tweet straightforwardly conveys the humorous nature of the boyfriend's calendar entry without any implied irony.
"every Tom Holland movie i've seen is a masterpiece, i don't think it's coincidence. anyways watch Cherry on apple TV and The Devil All The Time on Netflix",0,The statement directly expresses admiration for Tom Holland's films without any implied contradiction.
i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,0,The statement clearly expresses a desire for a ban on technology in work relationships without any hidden meaning.
"@user @user I think the episode really fails cos of that. Some of the comedy is great, the interactions between McKean and Scully are the best, but the episode had sinister intent and everybody missed it.",0,The tweet straightforwardly critiques the episode while praising specific elements without any hidden meaning.
"Also, it gets forgotten just how often the Israeli military conducts raids just for fun, to terrorise and demoralise the people who live there, and to collectively punish the population. This happens all the time, out of sight. http",0,The statement directly conveys the serious critique of military actions without any hidden meaning or irony.
"It was bad enough when some corporate wankers took one of the trains I used to drive and made it a ""breakout area"" for their offices, but this? This is next level http http",0,The tweet expresses genuine frustration about corporate decisions affecting train usage without any irony.
Someone in Walmart asked my mom if I was a boy or a girl (in front of my FaCe) so that’s how I’ve been,0,The tweet straightforwardly recounts an experience without implying any hidden meaning or irony.
"Left a chai tea in my car last night, baked all day in there today &amp; just now I thought it would be a good idea to take a sip. Someone come get me bc I’m clearly not ok",0,The tweet straightforwardly expresses regret and concern about drinking spoiled tea without any hidden meaning.
Got razor burn on my mf armpits so that’s it this pain ain’t worth societal expectations on women,0,"The statement directly expresses frustration with societal pressures, conveying genuine pain and discontent."
"Also my Twitter seems v quiet, what is going on?",0,The words directly express confusion about the lack of activity on Twitter.
"Somebody ran up to me today to tell me they like my tattoos, which is adorable but like, how do people find these levels of confidence?!",0,The speaker expresses genuine appreciation for the compliment while questioning the confidence it takes to give such praise.
What I’d do to be able to get the sims on my Switch :weary_face:,0,The speaker expresses a genuine desire to play The Sims on their Switch.
the one time I need my phone charger and I. have brought the charging battery bank but forgoTTEN THE CORD I am dumb,0,"The speaker directly expresses frustration over forgetting the cord, conveying genuine regret."
evERYTHING IS NOT A COMPETITION OF WHO HAD/HAS IT WORSE OK BYEEE,0,The phrase directly expresses frustration about comparing hardships without any hidden meaning.
"how would u kiss ur gorgon gf goodnight,,,, so many little snake faces to kiss,,, it would take so long",0,The literal description of kissing a gorgon conveys a playful and imaginative scenario without irony.
This year I am thankful for all of my friends who have cats and regularly post pics of them on social media,0,The statement directly expresses gratitude for friends sharing cat pictures without any implied negativity.
Absolutely disgusting. Tr*mp says he “loves” domestic terrorists and spends most of the minute long video complaining about election and not condemning their actions today? Rot in fucking hell.,0,The words express genuine outrage and condemnation towards Trump's comments and actions without any irony.
J&amp;J update: arms and back have been sore/aching all day and went through some pretty intense fever chills last night. Would do again 100x over in a heartbeat.,0,The statement directly expresses a positive sentiment about the experience despite discomfort.
"woke up from a dream this morning that my high school best friend was pregnant. we don’t talk anymore. she posted an announcement this afternoon. oh august, you will be funnn :cloud: ∞ :crystal_ball:",0,The tweet straightforwardly expresses surprise and excitement about a friend's pregnancy announcement without any hidden meaning.
so in loveee :hot_face: :smiling_face_with_heart-eyes:,0,The words express genuine affection without any implied contradiction or irony.
“there is no greater joy than to have an endlessly changing horizon”,0,The phrase directly expresses genuine appreciation for the beauty of life's unpredictability.
Owwwww stressful day.,0,The expression directly conveys the speaker's genuine feeling of stress without any hidden meaning.
Does anyone have any recommendations for over the counter topical pain relief that actually works?,0,The request for effective pain relief recommendations is straightforward and sincere without any implied irony.
Come on Tom Ford! #snooker #WelshOpen,0,The phrase directly expresses encouragement or frustration towards Tom Ford regarding a snooker event.
lord may my ego calm itself before i go insane,0,The speaker literally expresses a desire for their ego to be subdued to maintain sanity.
ever have those dream where everything that COULD be WAS and then you wake up and are like . . . oh back in reality so soon?,0,The tweet directly expresses a relatable feeling of disappointment upon waking from a vivid dream.
hmmm why is lana del rey such a mood,0,The question directly expresses genuine curiosity about Lana Del Rey's emotional impact.
For once in my life I’m just feeling really really good and full of love for myself and others,0,The words express genuine positivity and self-love without any implied contradiction.
Currently feeling very disappointed in people that I know. Just wow.,0,The words express genuine disappointment without any indication of irony or hidden meaning.
Think I just fell in love with a new song... will be playing it 24/7 now,0,The statement directly expresses genuine enthusiasm for a new song without any implied contradiction.
just a psa: you can be christian and still support basic human rights :),0,The statement directly affirms that Christianity and support for human rights can coexist without contradiction.
i want to go to kings island again before summer is over,0,The statement directly expresses a desire to visit Kings Island again before summer ends.
stop because i just thought of the cutest caption for when i get in a relationship. “i’ve finally found someone to watch stranger things with” :pleading_face:,0,The tweet directly expresses excitement about a relationship and a specific caption without any hidden meaning.
Seeing John Mulaney perform tonight might honestly be one of my favorite experiences I’ve ever had,0,The statement directly expresses genuine enjoyment of the experience without any implied contradiction.
"I turn 30 in just over three months from now, and I’m feeling weird about it. On one hand, I know that aging is normal and okay and good and that most people are happier in their 30s compared to their 20s, and that 30 is not “old.” On the other hand, I feel nervous and sad.",0,"The tweet expresses genuine feelings about turning 30, conveying both acceptance and anxiety without irony."
"Mormons are a deeply traumatized people. All of us. Post, current, mainstream, offshoot. And the only way to heal from generational trauma like this is to acknowledge that we perpetuate it, even without realizing it. Leaving was hard. But staying was harmful.",0,The statement directly expresses the author's belief about trauma and healing within the Mormon community without irony.
"One of these days I want Scar to say something absolutely weird, like his brand of weird, and whoever he’s having a conversation with to just go “what the fuck Scar?” in absolute baffling confusion",0,"The tweet directly expresses a desire for a specific, humorous interaction without any implied contradiction."
I don’t like how bright the white text and icons are,0,The statement directly expresses a dislike for the brightness of the text and icons without any hidden meaning.
If ya headcanon Cub as an alien you could also make a Lilo and Stitch AU with Scar as Lilo and Cub as Stitch,0,The tweet directly suggests a creative idea without any implied contradiction or irony.
Pretending to blow on my beverage as I drink wine out of a mug during my zoom class because I am the queen of deception!!!!!!!!!,0,"The statement literally describes playful behavior during a class, conveying humor without hidden meaning."
"Listen if you can’t laugh at “badly sprained your ankle doing a Mamma Mia themed Zumba video alone in your apartment in year two of a global pandemic and are now on bed rest for a week”, what can you laugh at",0,The statement directly conveys humor about a personal mishap without any implied contradiction.
"Oops I watched a video about a service dog, started to cry, and now cannot stop hugging my pup so I’m just going to have to call it a day",0,The tweet expresses genuine emotion and affection for the dog without any implied contradiction.
"Some pretty great things are happening at the call center. Listen in to 104.5 for the Care-A-Thon! Each dollar is being matched, my friends!",0,The tweet straightforwardly promotes a positive event at the call center without any implied contradiction.
"Follow us at @user for updates on the @user Care-A-Thon today! Listen in for interviews with Jaguars, families and more! :beaming_face_with_smiling_eyes:",0,The tweet straightforwardly invites followers to join an event and provides details about it.
I’m defending the land I have left. Click http to do the same. http,0,The statement directly expresses a call to action for land defense without any implied contradiction.
"The first paper @user and I accepted as part of our special issue on intergroup conflict @user is now online! Check it out at http and kudos Sam Whitt, @user and @user",0,The tweet straightforwardly announces the publication of a paper and expresses genuine appreciation for contributors.
"#EconTwitter Job candidates: I already see some postings trickling in on @user (and I’m always looking to procrastinate) so send me your papers for comment! My specialties are beh/exp and eship/innovation but I’ll read anything! Dms open, :envelope: djlee@user",0,"The tweet directly invites job candidates to send papers for feedback, clearly expressing willingness to help."
"#EconTwitter I'm working with bizreg data and there's a noticeable spike in Indiana in 2015, anyone have a sense as to what's going on? @user http",0,The tweet straightforwardly asks for information about a specific data spike without any implied irony.
Glad today is over and the weeekend is almost here.,0,The statement expresses genuine relief about the end of the day and anticipation for the weekend.
Beer and the ufc are good,0,The statement directly expresses a positive opinion about beer and UFC without any implied contradiction.
Guys literally confuse the SHIT out of me,0,The words express genuine confusion about men's behavior without any implied contradiction.
spent my entire lunch break defending trans rights to my boss and other execs so if anyone needs me I will be looking for a new job,0,The statement directly conveys frustration about defending trans rights and the intention to seek new employment.
if anyone sees me listening to tavern music or sea shanties on Spotify no you didn’t,0,The statement directly conveys a desire for privacy regarding music preferences without any hidden meaning.
thinking of getting a tattoo that says “enough” both affirming that I am enough while also suggesting I’ve had enough,0,The phrase 'enough' directly expresses a personal affirmation and a sense of finality without irony.
my essay was so bad that my prof is giving me a fucking extension and i didn’t even ask for it GOD,0,The words express genuine surprise and relief about receiving an extension without requesting it.
always gonna wonder if id dress masc if i was skinny o_o and if id be more open to telling people im nonbinary if i was skinny -_-,0,The tweet expresses genuine curiosity about identity and self-presentation without any implied contradiction.
"idk. academic writing is exciting but what’s the point if the only people reading your work are academics? same with literary journals, tbh",0,The statement directly expresses frustration about the limited audience for academic writing without any hidden meaning.
I’m thankful for nuggets but also my amazing friends &amp; fam :red_heart: :red_heart:,0,The words express genuine gratitude for both food and loved ones without any implied contradiction.
"Before going to Lush: I’m just gonna buy 2 bath bombs nothing crazy :smiling_face_with_halo: Me walking out: *holding 4 bath bombs, 2 lip scrubs, 3 shower gels*",0,"The tweet humorously recounts a shopping experience, directly conveying the contrast between intention and reality."
It’s so cold that I tried to open my banana and it snapped it half,0,"The statement literally describes the extreme cold causing a banana to break, conveying a straightforward observation."
I forgot my keys omds I had to message my brother on roblox to open the door,0,The statement straightforwardly describes a situation of forgetting keys and seeking help.
someone on the street asked me for the time and I just straight up lied for no reason,0,The statement directly conveys the speaker's action of lying without any implied contrast or irony.
the absolute shiver down my spine i get when i hear sweet caroline,0,The phrase conveys genuine excitement and emotional response to the song without any hidden meaning.
"@user Thanks Alex, I'm happy with my results :)",0,The words express genuine gratitude and satisfaction with the results without any hidden meaning.
@user Remake them like Spyro and Crash and then release Jak 4!,0,The tweet straightforwardly expresses a desire for game remakes and a new release without irony.
@user Thanks for the update. No need to rush take your time :),0,The words express genuine gratitude and encourage a relaxed pace without any hidden meaning.
thinking about getting a jibbit for my crocs that says swag,0,The words directly express a genuine desire to personalize Crocs with a fun accessory.
the waitress at waffle house handed the check to me instead of noah. :relieved_face: #girlboss,0,The statement straightforwardly describes a situation where the waitress made a mistake in handing the check.
"how am i doing? well if you must know, i’m watching all the vids of harry singing fine line at his vegas concert and crying bc i can’t see him at american airlines.",0,"The words express genuine emotions about missing a concert, conveying a straightforward sentiment."
"yaaaaay ordered my cap, gown, and hood :smiling_face: :graduation_cap:",0,The excitement expressed through 'yaaaaay' directly conveys genuine happiness about ordering graduation attire.
"Some of my colleagues need to learn how to rest :loudly_crying_face: :loudly_crying_face: just got two emails saying “I’ll make edits over the weekend” and “never mind, being admitted for my C section right now!” GIRL GET OFF OUTLOOK :pleading_face:",0,The tweet directly expresses concern for colleagues' work-life balance without any hidden meaning.
my boss sent me ice cream bc I got my wisdom teeth taken out :pleading_face:,0,The tweet straightforwardly expresses gratitude for receiving ice cream as a kind gesture during recovery.
"I’m not sure what the guys in The Chainsmokers look like, but everyone in this Phoenix crowd looks like they’re in The Chainsmokers.",0,The statement directly compares the crowd's appearance to the band without implying any hidden meaning.
Got to look into these gorgeous eyes while getting my tooth pulled http,0,The phrase 'gorgeous eyes' directly expresses admiration for someone's appearance during a dental procedure.
Only positive of sitting in traffic for over an hour is catching people picking their noses in the cars next to you. Current count: 4,0,The tweet literally expresses enjoyment in observing a humorous activity during a frustrating situation.
i miss tsukasa.,0,The statement directly expresses a feeling of longing for Tsukasa without any hidden meaning.
i miss classes being online :face_with_spiral_eyes:,0,The expression directly conveys a genuine longing for the convenience of online classes.
I do not understand deku’s fa jin quirk,0,The statement directly expresses confusion about a specific character's ability without any implied irony.
Not me rewatching He’s All That just to cringe the whole time until that mf pulls up on a horse!!!!!,0,The tweet expresses genuine enjoyment and anticipation for a specific moment in the movie.
He’s All That literally made me cry I’m not kidding I feel so dumb!!!!!!!!,0,The words express genuine emotion and a straightforward reaction to the movie without irony.
I hate the mall every girl here is talking about shopping for the “dress code”. I feel :woman_medium-light_skin_tone_white_hair: :woman_medium-light_skin_tone_white_hair: :woman_medium-light_skin_tone_white_hair:,0,The expression clearly conveys dislike for the mall and frustration with the shopping conversation.
Even if you're fully vaccinated the CDC recommends still being nice to me. I am fragile,0,The statement directly conveys a request for kindness due to vulnerability without any hidden meaning.
Just remembered IHOB was a thing. Don't text.,0,The words directly express a humorous request to avoid texting about a past event.
[at Burger King] French proletariat: we'll have the king Burger: :) King: :(,0,The dialogue directly conveys a humorous interaction between customers and the Burger King character.
Many people have said “I’ll always be here for you”. Only a few have actually meant it &amp; I thank God for those people every day.,0,The statement directly expresses gratitude for genuine support without any implied contradiction.
Don’t expect others to help you if you don’t want to help yourself :speaking_head:,0,The statement directly advises personal responsibility without any implied contradiction or irony.
"Forgive them for you, not for them",0,"The phrase directly encourages forgiveness as a means of personal peace, without irony or hidden meaning."
The sign of spinelessness: complaining to someone having a call on a bus as they're getting off. Was the person on the phone a woman alone? Of course she was. Was the person complaining an older man? Of course he was. Did I yell at him? Of course I did. Speak out for justice. :raised_fist:,0,The tweet straightforwardly describes an incident of standing up against perceived injustice without any hidden meaning.
An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,0,The words directly express frustration over the high cost of a dental assessment without any irony.
Just walked past a girl wearing a yellow t-shirt that says 'Danny DeVito' on it. Now I can't think of anything else.,0,The statement directly expresses the speaker's distraction caused by the girl's t-shirt without any hidden meaning.
Feel like every senior is just ready to move on to bigger and better things,0,The statement directly expresses a common sentiment among seniors about their future aspirations.
Seriously thank God tomorrow's friday #needabreak,0,The phrase 'thank God tomorrow's Friday' expresses genuine relief and anticipation for the weekend.
Looking for prom dresses makes me excited for prom :smiling_face_with_smiling_eyes:,0,"The words express genuine excitement about finding prom dresses, conveying a straightforward positive sentiment."
talking about the capitol all day like i'm in the hunger games or something,0,"The phrase directly compares discussing the Capitol to a fictional scenario, conveying a genuine feeling of frustration."
The amount of times I had to present my intern badge to Capitol Police officers who saw me every day for months and these people are just breaking in like it’s nothing smh,0,The tweet expresses frustration over the contrast between the speaker's experience and the ease of the intruders.
Morning workout routine: bench pressing my weighted blanket,0,"The tweet literally describes a humorous workout involving a weighted blanket, conveying a lighthearted tone."
"Why do I always say yes to events where it’s just going to be me + D, no Josh to help chase my wild child toddler around the cookout with me :slightly_smiling_face:",0,"The tweet expresses genuine frustration about attending events alone with a toddler, conveying a straightforward concern."
Oh hey guys I got the job I start Wednesday :smiling_face_with_halo:,0,The tweet straightforwardly conveys excitement about starting a new job without any implied contradiction.
Today was a good day :relieved_face: I am happy,0,The words express genuine happiness and satisfaction without any implied contradiction.
"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 :confounded_face:",0,"The speaker expresses genuine confusion about maintaining multiple friendships, conveying a straightforward sentiment."
@user Feelings of shame or being out of place linked with both undiagnosed ADHD and being in the closet/facing homophobia.,0,The statement directly connects feelings of shame to specific experiences without implying any irony or contrast.
I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes :loudly_crying_face:,0,The words directly express confusion and disapproval of a specific behavior without irony or hidden meaning.
The phrase “the white people of black people” was coined to explain cishet black men’s privilege over other identities within the black community. Not to just throw around when y’all are annoyed/hateful :face_with_rolling_eyes:,0,The tweet directly conveys a critique of misusing a specific phrase without any hidden meaning.
So do men really not understand the expenses of raising a child or is it willful ignorance to vilify the women in their lives? Or some kind of terrible combo?,0,The question directly addresses men's understanding of child-rearing costs without implying any hidden meaning.
